Kód;Územná jednotka;bez ukončeného vzdelania – osoby vo veku 0-14 rokov (abs.);základné vzdelanie (abs.);stredné odborné (učňovské) vzdelanie (bez maturity) (abs.);úplné stredné vzdelanie (s maturitou) (abs.);vyššie odborné vzdelanie (abs.);vysokoškolské vzdelanie (abs.);bez školského vzdelania – osoby vo veku 15 rokov a viac (abs.);nezistené (abs.)
SK032D516732;Dolna Ves;20;42;63;50;16;20;3;6
SK032D516741;Dolna Zdana;88;140;187;244;43;103;4;39
SK032D516767;Hlinik nad Hronom;241;396;557;796;170;427;5;133
SK032D516791;Horna Zdana;61;111;114;147;15;78;6;12
SK032D516821;Hronska Dubrava;55;51;98;120;15;55;3;20
SK032D516848;Ihrac;47;94;147;130;29;47;1;4
SK032D516872;Janova Lehota;98;176;239;240;39;103;2;42
SK032D516881;Jastraba;74;87;143;139;22;74;2;21
SK032D516937;Kopernica;30;77;133;81;16;40;3;17
SK032D516945;Kosorin;54;66;121;132;30;55;2;16
SK032D516961;Krahule;28;42;69;62;18;37;1;2
SK032D516970;Kremnica;424;703;968;1414;309;906;11;199
SK032D516988;Kremnicke Bane;35;49;65;54;18;27;1;6
SK032D516996;Kunesov;18;42;64;40;10;14;0;13
SK032D517011;Lehotka pod Brehmi;56;61;103;90;15;57;0;14
SK032D517020;Lovca;65;81;162;215;33;99;2;12
SK032D517038;Lovcica-Trubin;160;235;345;474;104;224;3;29
SK032D517046;Lucky (Okres Ziar nad Hronom);21;29;59;52;14;16;0;1
SK032D517089;Nevolne;35;74;100;108;22;64;0;2
SK032D517135;Pitelova;53;75;164;189;23;106;5;16
SK032D517186;Prestavlky;69;118;174;202;23;74;1;18
SK032D517194;Prochot;37;92;198;140;22;74;1;3
SK032D517216;Repiste;26;29;88;82;16;33;0;2
SK032D517241;Sklene Teplice;18;33;103;131;26;63;1;5
SK032D517259;Slaska;53;86;100;157;23;73;0;19
SK032D517267;Stara Kremnicka;149;260;257;253;43;126;5;38
SK032D517313;Trnava Hora;133;220;286;336;59;173;2;29
SK032D517364;Vyhne;95;165;278;339;62;149;1;60
SK032D581747;Horna Ves (Okres Ziar nad Hronom);60;76;117;231;40;130;2;19
SK032D599328;Ladomerska Vieska;58;115;192;225;40;125;15;22
SK032D599336;Lutila;168;147;245;394;104;341;1;25
SK0411518964;Vaniskovce;45;60;92;88;18;48;2;2
SK0411519006;Bardejov;3079;4724;5357;8592;1675;5913;92;1408
SK0411519014;Abrahamovce (Okres Bardejov);33;67;106;81;17;32;0;1
SK0411519022;Andrejova;33;102;67;77;17;46;3;5
SK0411519049;Bartosovce;93;103;158;211;29;134;1;9
SK0411519057;Becherov;22;56;61;75;11;49;1;5
SK0411519065;Beloveza;79;169;191;190;30;103;2;11
SK0411519073;Bogliarka;5;17;28;29;4;17;1;2
SK0411519081;Brezov;22;68;103;84;15;68;0;9
SK0411519090;Brezovka;10;22;24;35;3;7;0;3
SK0411519103;Buclovany;17;30;42;67;17;32;0;2
SK0411519111;Cigelka;162;293;85;31;2;10;4;0
SK0411519138;Dubinne;30;58;93;84;20;51;0;3
SK0411519154;Fricka;65;162;48;32;6;10;3;4
SK0411519162;Frickovce;87;124;134;193;38;129;1;25
SK0411519171;Gaboltov;55;51;130;131;33;85;1;6
SK0411519189;Gerlachov (Okres Bardejov);162;292;234;212;31;107;5;13
SK0411519201;Hankovce (Okres Bardejov);56;73;132;121;20;46;0;3
SK0411519219;Harhaj;31;51;77;67;14;20;2;2
SK0411519227;Hazlin;68;174;281;300;59;171;2;23
SK0411519235;Hertnik;116;142;224;296;56;152;28;5
SK0411519243;Hervartov;57;78;139;143;26;70;2;1
SK0411519251;Hrabovec;54;90;124;142;27;67;1;5
SK0411519260;Hrabske;131;275;95;72;13;41;6;9
SK0411519278;Hutka;9;13;18;30;4;21;0;1
SK0411519286;Chmelova;31;51;79;124;27;51;0;6
SK0411519294;Janovce;72;72;117;125;22;49;0;8
SK0411519308;Jedlinka;8;14;16;21;2;18;0;1
SK0411519324;Klusov;120;167;219;327;60;164;2;22
SK0411519341;Kobyly;97;127;179;253;40;146;3;11
SK0411519359;Kochanovce (Okres Bardejov);34;35;67;76;19;41;0;0
SK0411519367;Komarov;47;53;114;132;28;73;1;7
SK0411519375;Koprivnica;74;102;209;158;47;54;2;6
SK0411519383;Kozany;11;14;25;32;5;4;2;11
SK0411519405;Krive;28;32;70;36;16;27;0;3
SK0411519413;Krize;2;11;25;18;2;6;0;0
SK0411519421;Kruzlov;95;162;258;278;42;149;1;12
SK0411519430;Kucin (Okres Bardejov);27;67;102;78;17;28;2;2
SK0411519456;Kurima;147;219;254;279;56;117;1;22
SK0411519464;Kurov;135;206;101;126;25;77;4;2
SK0411519472;Lascov;89;189;155;77;13;49;1;10
SK0411519481;Lenartov;291;505;153;110;27;52;12;20
SK0411519499;Lipova (Okres Bardejov);6;21;22;17;0;2;0;2
SK0411519502;Livov;1;10;20;18;4;7;0;2
SK0411519511;Livovska Huta;2;15;8;12;2;5;1;0
SK0411519529;Lopuchov;30;69;91;70;15;31;0;5
SK0411519545;Lukavica (Okres Bardejov);39;63;113;95;20;42;1;1
SK0411519553;Lukov;133;236;98;101;15;61;4;4
SK0411519570;Malcov;286;454;281;317;46;186;3;31
SK0411519588;Marhan;140;229;213;211;40;85;12;22
SK0411519600;Mikulasova;7;13;33;36;9;22;0;2
SK0411519618;Mokroluh;73;110;176;237;41;123;0;11
SK0411519626;Nemcovce (Okres Bardejov);30;58;75;57;9;32;0;0
SK0411519634;Nizna Polianka;12;40;54;63;10;39;2;1
SK0411519642;Nizna Vola;30;63;72;60;18;23;1;7
SK0411519669;Nizny Tvarozec;116;194;84;76;11;38;5;15
SK0411519677;Olsavce;9;34;47;38;14;17;1;5
SK0411519685;Ondavka;1;1;2;10;0;1;0;0
SK0411519693;Ortutova;34;36;53;40;9;17;1;2
SK0411519707;Osikov;127;170;231;249;65;142;3;2
SK0411519715;Petrova;246;533;73;33;9;24;10;15
SK0411519723;Poliakovce;50;83;82;91;17;48;0;8
SK0411519731;Porubka (Okres Bardejov);20;33;68;51;11;29;1;10
SK0411519740;Regetovka;3;9;8;7;2;16;0;1
SK0411519758;Resov;29;56;95;75;11;27;1;9
SK0411519766;Richvald;117;153;286;265;55;106;4;10
SK0411519774;Rokytov;82;144;107;115;23;69;5;7
SK0411519782;Smilno;56;104;178;204;38;93;0;5
SK0411519791;Snakov;104;237;131;113;21;56;5;8
SK0411519804;Stebnicka Huta;14;33;67;61;8;18;0;3
SK0411519812;Stebnik;22;38;72;112;15;46;0;0
SK0411519821;Stulany;67;81;160;149;30;61;0;5
SK0411519839;Sverzov;103;140;114;148;20;90;1;1
SK0411519847;Sarisske Cierne;34;72;66;66;15;45;0;2
SK0411519855;Sasova;27;39;45;24;7;22;0;0
SK0411519863;Siba;104;104;137;153;35;86;1;13
SK0411519871;Tarnov;54;40;72;122;16;91;3;6
SK0411519880;Trocany;26;39;62;81;15;58;1;2
SK0411519901;Varadka;45;101;57;18;2;11;1;13
SK0411519910;Vysna Polianka;2;20;32;36;4;12;0;3
SK0411519928;Vysna Vola;34;92;126;85;18;35;0;3
SK0411519936;Raslavice;411;643;546;695;109;378;2;8
SK0411519944;Vysny Krucov;11;23;38;54;4;19;1;1
SK0411519952;Vysny Tvarozec;14;25;26;32;7;17;0;0
SK0411519961;Zborov;725;1356;497;541;99;230;32;53
SK0411519979;Zlate;74;120;198;225;38;102;0;7
SK0412518638;Valaskovce (vojensky obvod);0;0;0;0;0;0;0;0
SK0412520004;Humenne;2772;4132;5122;9296;1632;6425;56;1924
SK0412520012;Adidovce;29;40;59;59;8;25;0;7
SK0412520021;Baskovce (Okres Humenne);34;69;93;140;14;52;0;1
SK0412520055;Brekov;159;284;318;345;55;150;0;21
SK0412520063;Brestov (Okres Humenne);55;79;115;197;44;101;1;3
SK0412520110;Cernina;16;30;45;45;6;10;0;2
SK0412520152;Dedacov;14;27;53;38;9;11;2;5
SK0412520195;Hankovce (Okres Humenne);47;59;154;146;24;71;2;0
SK0412520225;Hrabovec nad Laborcom;43;58;132;168;24;74;0;2
SK0412520233;Hrubov;38;111;150;111;20;41;0;7
SK0412520241;Hudcovce;34;35;83;143;18;75;0;7
SK0412520250;Rokytov pri Humennom;19;53;67;87;23;24;1;6
SK0412520268;Chlmec;64;85;149;168;33;83;0;6
SK0412520276;Jablon;21;64;76;103;24;62;38;4
SK0412520292;Jankovce;22;34;78;80;10;38;0;5
SK0412520331;Kamenica nad Cirochou;211;396;527;655;106;304;10;66
SK0412520349;Kamienka (Okres Humenne);44;82;155;140;33;64;1;7
SK0412520357;Karna;50;149;104;100;16;30;3;6
SK0412520373;Kochanovce (Okres Humenne);59;106;186;228;31;118;1;8
SK0412520403;Koskovce;50;95;133;187;21;78;0;10
SK0412520446;Lieskovec (Okres Humenne);50;48;104;127;25;75;1;4
SK0412520454;Lubisa;74;148;202;238;37;100;1;18
SK0412520462;Lukacovce;42;69;134;124;23;58;0;15
SK0412520497;Modra nad Cirochou;105;157;244;300;45;128;1;4
SK0412520501;Myslina;84;119;111;142;24;92;2;9
SK0412520527;Nechvalova Polianka;1;14;25;23;2;6;1;2
SK0412520535;Nizna Jablonka;15;50;36;27;3;4;0;12
SK0412520543;Nizne Ladickovce;35;36;97;92;22;38;1;7
SK0412520560;Ohradzany;61;89;147;202;32;95;0;5
SK0412520624;Papin;63;175;283;288;28;63;2;6
SK0412520667;Porubka (Okres Humenne);18;49;59;74;14;38;0;5
SK0412520683;Pticie;55;80;153;194;42;89;2;23
SK0412520721;Rovne (Okres Humenne);53;82;104;122;22;72;1;8
SK0412520772;Slovenska Volova;112;141;94;125;18;40;5;26
SK0412520781;Slovenske Krive;2;21;34;42;6;13;0;1
SK0412520896;Topolovka;70;109;188;254;50;113;2;9
SK0412520900;Turcovce;33;45;91;80;17;31;0;4
SK0412520926;Udavske;122;132;247;410;57;228;0;35
SK0412520977;Velopolie;38;45;86;125;18;48;0;2
SK0412520985;Vitazovce;30;58;75;85;18;30;0;4
SK0412521019;Vysna Jablonka;1;9;6;13;4;13;0;5
SK0412521027;Vysne Ladickovce;9;18;78;51;9;17;0;3
SK0412521035;Vysny Hrusov;58;110;112;137;15;41;2;11
SK0412521043;Zavadka (Okres Humenne);51;77;158;152;30;67;1;2
SK0412521086;Zbudske Dlhe;180;423;55;47;10;30;12;12
SK0412521116;Zubne;36;45;100;111;21;38;1;2
SK0412528803;Kosarovce;71;80;155;198;34;78;1;3
SK0412528897;Nizna Sitnica;20;56;90;82;8;37;0;6
SK0412528951;Pakostov;29;76;126;120;24;47;1;8
SK0412529010;Pritulany;5;5;15;5;2;7;1;1
SK0412529061;Rohoznik (Okres Humenne);2;15;11;7;3;5;0;1
SK0412529087;Ruska Kajna;13;32;32;17;4;6;0;4
SK0412529095;Ruska Poruba;11;51;52;65;7;25;1;2
SK0412529249;Vysna Sitnica;21;79;118;88;11;26;0;1
SK0412529273;Zavada (Okres Humenne);3;14;22;19;2;4;0;1
SK0412559547;Jasenov (Okres Humenne);79;151;231;419;56;229;4;10
SK0412559598;Hazin nad Cirochou;48;89;138;216;42;135;0;9
SK0412559636;Sopkovce;4;16;32;34;6;7;0;1
SK0412559644;Gruzovce;20;13;35;41;7;12;0;4
SK0412559652;Maskovce;2;13;5;12;5;9;0;6
SK0412582140;Lackovce;104;107;81;264;40;228;0;10
SK0413523399;Abrahamovce (Okres Kezmarok);27;37;73;54;13;43;0;3
SK0413523411;Busovce;36;45;112;59;16;27;0;9
SK0413523429;Cerveny Klastor;17;30;39;59;18;54;1;1
SK0413523461;Havka;5;9;13;8;2;7;0;1
SK0413523470;Holumnica;144;404;215;101;19;32;4;6
SK0413523500;Hradisko;11;18;27;20;5;14;1;0
SK0413523526;Huncovce;699;1070;485;423;81;256;8;33
SK0413523534;Ihlany;288;772;318;99;22;40;16;9
SK0413523569;Jezersko;11;15;17;19;1;13;0;0
SK0413523577;Jurske;404;768;157;20;3;5;10;5
SK0413523585;Kezmarok;1613;2120;2963;4216;986;2846;34;774
SK0413523607;Krizova Ves;544;1119;339;138;46;55;32;8
SK0413523615;Lechnica;36;61;81;47;6;19;0;2
SK0413523623;Lendak;942;1375;1430;1008;224;366;18;46
SK0413523674;Majere;15;27;20;28;6;14;0;4
SK0413523682;Lubica;687;1072;909;958;221;555;9;65
SK0413523712;Matiasovce;115;158;175;204;43;100;0;14
SK0413523739;Mlynceky;74;114;167;170;38;100;0;16
SK0413523771;Osturna;14;64;108;57;17;25;0;5
SK0413523780;Podhorany (Okres Kezmarok);991;1274;226;85;20;41;34;34
SK0413523798;Rakusy;929;1689;231;162;40;87;14;25
SK0413523801;Relov;29;78;81;82;21;36;1;5
SK0413523810;Slovenska Ves;238;437;460;423;89;191;3;38
SK0413523828;Spisska Bela;889;1310;1372;1542;323;909;15;286
SK0413523836;Spisska Stara Ves;279;362;470;567;116;349;5;54
SK0413523861;Spisske Hanusovce;122;123;161;192;38;140;0;5
SK0413523887;Stara Lesna;144;270;171;177;35;111;3;60
SK0413523909;Strane pod Tatrami;754;1254;136;70;15;38;10;12
SK0413523976;Toporec;335;738;407;214;70;85;72;67
SK0413523984;Tvarozna;116;144;195;149;46;70;3;6
SK0413523992;Velka Frankova;35;62;99;77;14;42;0;11
SK0413524000;Velka Lomnica;1274;1667;720;654;141;517;23;124
SK0413524042;Vlkova;148;137;214;198;40;104;2;12
SK0413524051;Vlkovce;66;95;111;98;26;72;2;7
SK0413524069;Vojnany;49;46;71;88;7;45;0;1
SK0413524077;Vrbov;254;397;323;298;70;163;1;28
SK0413524085;Vyborna;368;811;86;26;8;12;4;1
SK0413524115;Zalesie (Okres Kezmarok);4;19;28;15;6;12;0;0
SK0413524123;Zakovce;85;172;241;179;42;120;0;34
SK0413559938;Mala Frankova;25;34;48;47;10;17;1;3
SK0413581241;Maly Slavkov;194;365;211;182;46;106;4;18
SK0414526371;Baldovce;20;26;54;41;9;18;1;3
SK0414526380;Beharovce;20;24;28;52;18;24;1;2
SK0414526401;Bijacovce;181;210;176;220;41;105;15;19
SK0414526410;Brutovce;6;24;47;41;9;20;0;3
SK0414526428;Buglovce;27;40;58;92;18;42;1;2
SK0414526452;Dlhe Straze;109;175;119;86;17;80;3;8
SK0414526461;Dolany (Okres Levoca);277;352;59;46;9;30;2;4
SK0414526479;Domanovce;106;142;236;243;46;112;2;20
SK0414526487;Dravce;127;170;203;140;51;84;2;32
SK0414526495;Dubrava (Okres Levoca);18;60;92;81;15;52;2;9
SK0414526517;Granc-Petrovce;76;84;174;153;25;105;1;15
SK0414526525;Harakovce;7;9;20;12;6;4;0;0
SK0414526606;Vysne Repase;6;25;14;13;4;22;0;3
SK0414526614;Vysny Slavkov;18;64;82;64;11;18;0;3
SK0414543179;Jablonov;167;230;176;187;30;108;11;78
SK0414543225;Klcov;92;92;111;171;42;114;0;8
SK0414543276;Kurimany;36;54;120;76;18;63;0;2
SK0414543292;Levoca;1678;3780;2387;2948;641;2379;41;402
SK0414543314;Lucka (Okres Levoca);10;4;35;28;14;21;0;2
SK0414543381;Nemesany;60;62;74;94;33;94;0;5
SK0414543390;Nizne Repase;9;29;27;50;6;32;0;6
SK0414543420;Olsavica;26;48;69;58;12;41;0;2
SK0414543446;Ordzovany;16;25;30;40;16;31;0;0
SK0414543454;Pavlany;1;17;16;3;1;2;0;2
SK0414543462;Polanovce;16;35;53;34;4;18;0;0
SK0414543471;Pongracovce;23;21;24;30;4;23;1;1
SK0414543578;Spisske Podhradie;407;804;774;881;156;593;36;140
SK0414543608;Spissky Hrhov;313;360;352;298;72;287;5;56
SK0414543624;Spissky Stvrtok;321;660;568;535;93;289;39;73
SK0414543641;Studenec;56;58;84;143;24;105;0;12
SK0414543675;Torysky;29;90;92;73;10;28;1;4
SK0414543691;Uloza;22;35;35;68;8;48;1;3
SK0414581640;Korytne;8;7;25;27;3;18;0;1
SK0415520071;Brestov nad Laborcom;18;54;13;9;1;1;4;6
SK0415520098;Cabalovce;35;94;56;91;5;28;6;7
SK0415520101;Cabiny;13;46;91;110;13;32;0;15
SK0415520128;Certizne;14;53;82;101;20;43;1;9
SK0415520187;Habura;34;86;100;156;7;70;2;12
SK0415520314;Kalinov;14;31;65;69;9;23;46;4
SK0415520411;Krasny Brod;62;97;92;115;22;67;0;12
SK0415520471;Medzilaborce;625;1169;959;1683;264;929;18;318
SK0415520519;Nagov;28;76;90;130;12;46;1;7
SK0415520578;Olka;16;63;82;72;12;11;2;2
SK0415520586;Olsinkov;0;4;5;8;0;3;0;0
SK0415520616;Palota;43;69;22;36;3;19;0;1
SK0415520691;Radvan nad Laborcom;47;155;89;135;23;70;1;6
SK0415520705;Repejov;6;36;26;30;8;8;0;5
SK0415520713;Roskovce;6;26;32;47;6;21;0;3
SK0415520853;Sukov;29;47;23;28;8;11;1;6
SK0415520861;Svetlice;4;29;29;14;0;10;0;3
SK0415520951;Valentovce;4;3;14;17;1;2;0;1
SK0415520993;Volica;17;68;70;62;8;29;0;10
SK0415521001;Vyrava;20;64;45;38;8;13;0;1
SK0415521060;Zbojne;8;40;38;52;8;13;0;3
SK0415521078;Zbudska Bela;12;26;27;32;1;14;1;3
SK0415559610;Rokytovce;4;36;43;47;6;22;0;3
SK0416523381;Poprad;5124;6437;8253;14028;2806;10948;70;2189
SK0416523402;Batizovce;384;712;303;486;104;341;29;98
SK0416523437;Ganovce;159;351;234;271;70;259;0;60
SK0416523445;Gerlachov (Okres Poprad);115;211;135;168;30;136;2;38
SK0416523488;Horka;278;353;459;563;95;320;2;38
SK0416523496;Hozelec;89;120;179;179;40;129;1;29
SK0416523518;Hranovnica;608;1277;436;478;90;208;8;62
SK0416523542;Janovce (Okres Poprad);410;631;215;228;39;103;0;21
SK0416523593;Kravany (Okres Poprad);101;248;226;197;42;62;4;17
SK0416523631;Liptovska Teplicka;386;858;428;423;75;170;15;50
SK0416523658;Lucivna;114;279;180;170;32;93;7;66
SK0416523721;Mengusovce;108;218;85;118;28;92;4;32
SK0416523747;Mlynica;88;101;120;153;35;108;3;19
SK0416523763;Nova Lesna;189;390;284;335;73;314;5;67
SK0416523844;Spisska Teplica;235;479;431;574;103;372;9;50
SK0416523852;Spisske Bystre;319;493;518;632;106;358;9;44
SK0416523879;Spissky Stiavnik;580;985;330;351;73;241;9;129
SK0416523925;Svit;817;1125;1238;2271;488;1491;17;296
SK0416523933;Strba;314;551;686;1007;188;559;6;104
SK0416523950;Svabovce;276;502;267;255;71;197;8;13
SK0416524018;Velky Slavkov;232;356;230;249;43;214;2;151
SK0416524026;Vernar;66;84;164;150;25;78;2;3
SK0416524034;Vikartovce;215;730;358;316;56;149;0;32
SK0416524093;Vydrnik;296;601;137;135;25;65;12;17
SK0416524107;Sunava;234;416;428;517;84;226;5;47
SK0416524131;Zdiar;146;223;332;389;64;190;6;24
SK0416559890;Stola;54;64;95;156;34;87;3;21
SK0416560103;Vysoke Tatry;311;386;616;1065;278;1055;3;187
SK0416580368;Tatranska Javorina;10;22;44;53;10;34;0;4
SK0417518522;Haniska (Okres Presov);85;104;127;200;43;151;2;27
SK0417518590;Lubotice;447;494;446;895;183;1073;1;99
SK0417524140;Presov;8731;9311;12093;22256;4275;22873;161;5124
SK0417524158;Abranovce;113;212;142;118;20;60;5;20
SK0417524174;Bajerov;35;72;117;111;25;57;0;3
SK0417524191;Bertotovce;61;66;159;114;28;70;2;10
SK0417524212;Brestov (Okres Presov);52;68;88;114;28;91;1;6
SK0417524221;Bretejovce;58;51;92;112;17;95;0;9
SK0417524255;Brezany;23;27;67;43;8;29;1;1
SK0417524263;Bzenov;110;128;167;184;37;108;3;11
SK0417524271;Celovce (Okres Presov);52;59;87;87;20;49;1;0
SK0417524301;Cervenica;276;431;231;52;6;15;4;18
SK0417524336;Demjata;111;164;264;315;49;155;20;23
SK0417524352;Drienov;274;461;504;509;98;255;11;126
SK0417524361;Drienovska Nova Ves;108;185;147;211;34;92;4;24
SK0417524387;Dulova Ves;272;200;157;357;63;355;1;17
SK0417524395;Fintice;274;328;445;565;114;421;2;18
SK0417524409;Fricovce;177;288;291;186;35;124;3;32
SK0417524417;Fulianka;44;47;69;131;22;93;0;5
SK0417524425;Geraltov;15;14;30;33;11;13;2;4
SK0417524433;Gregorovce;95;145;182;271;50;138;3;14
SK0417524450;Hendrichovce;41;43;70;54;14;33;2;4
SK0417524468;Hermanovce;362;471;335;263;56;107;11;53
SK0417524476;Hrabkov;84;101;213;160;24;105;3;8
SK0417524506;Chmelov;169;271;224;198;45;125;2;32
SK0417524514;Chmelovec;48;78;120;107;23;68;1;4
SK0417524522;Chminianska Nova Ves;146;199;306;315;78;171;3;41
SK0417524531;Chminianske Jakubovany;1050;1309;175;63;12;17;34;115
SK0417524549;Chminany;232;472;96;105;19;53;4;22
SK0417524581;Janov;38;63;77;85;15;44;0;5
SK0417524590;Janovik;63;57;64;82;14;98;0;7
SK0417524620;Kapusany;285;322;462;588;107;386;1;36
SK0417524638;Kendice;372;515;318;391;68;275;16;57
SK0417524646;Klenov;36;29;60;69;13;30;0;2
SK0417524654;Kojatice;195;235;245;242;50;154;12;21
SK0417524662;Kokosovce;139;132;187;234;51;161;3;7
SK0417524697;Krizovany;36;53;140;71;18;27;0;6
SK0417524701;Kvacany (Okres Presov);27;44;85;71;21;34;0;1
SK0417524727;Lada;84;105;211;257;43;121;1;10
SK0417524735;Lazany;21;29;33;51;18;20;0;4
SK0417524743;Lemesany;346;455;381;447;79;218;7;62
SK0417524751;Lesicek;122;169;53;25;8;21;1;19
SK0417524760;Licartovce;115;130;232;236;52;129;17;37
SK0417524786;Lipovce;60;69;115;137;30;83;1;6
SK0417524794;Lubovec;62;69;138;130;23;69;1;6
SK0417524808;Lucina;20;25;55;39;2;17;1;6
SK0417524832;Maly Slivnik;290;498;101;55;9;31;7;41
SK0417524841;Maly Saris;211;277;361;455;95;318;1;28
SK0417524867;Miklusovce;30;47;106;66;16;37;0;3
SK0417524883;Mirkovce;343;576;141;107;28;49;25;87
SK0417524905;Mosurov;16;26;26;58;9;43;0;2
SK0417524913;Nemcovce (Okres Presov);60;68;116;119;20;84;2;7
SK0417524930;Okruzna;69;60;124;131;26;71;0;8
SK0417524964;Ondrasovce;9;9;11;13;4;13;1;0
SK0417524999;Ovcie;83;88;191;176;22;81;0;20
SK0417525014;Petrovany;253;478;369;418;84;288;10;76
SK0417525022;Podhorany (Okres Presov);114;138;219;209;37;124;3;13
SK0417525031;Podhradik;75;59;64;107;23;88;0;2
SK0417525057;Proc;38;73;148;79;24;31;2;7
SK0417525065;Pusovce;56;82;155;139;14;66;2;3
SK0417525073;Radatice;104;128;220;194;34;92;4;8
SK0417525111;Rokycany;246;447;176;90;28;40;6;31
SK0417525138;Ruska Nova Ves;193;297;240;315;50;165;7;38
SK0417525154;Sedlice;90;151;286;254;74;102;4;18
SK0417525162;Seniakovce;15;27;23;46;3;42;0;7
SK0417525171;Svinia;780;942;201;201;44;124;10;82
SK0417525189;Sarisska Poruba;154;240;72;91;15;52;2;15
SK0417525197;Sarisska Trstena;70;117;66;60;12;28;0;3
SK0417525201;Sarisske Bohdanovce;184;128;145;209;47;229;1;6
SK0417525251;Sindliar;71;167;145;83;20;59;4;8
SK0417525260;Siroke;318;385;623;561;149;354;4;42
SK0417525278;Stefanovce (Okres Presov);18;38;70;53;8;12;0;0
SK0417525286;Teriakovce;126;128;119;202;40;222;1;12
SK0417525294;Terna;231;351;284;250;43;134;4;18
SK0417525324;Trnkov;35;29;48;70;10;53;0;6
SK0417525332;Tuhrina;130;220;62;49;4;26;4;14
SK0417525341;Tulcik;165;183;275;379;59;254;1;15
SK0417525383;Varhanovce;322;741;198;123;25;37;19;39
SK0417525391;Velky Slivnik;32;58;92;82;18;35;1;4
SK0417525405;Velky Saris;912;1287;959;1524;318;1343;18;110
SK0417525413;Vitaz;267;372;487;466;100;297;5;23
SK0417525430;Vysna Sebastova;174;207;221;354;67;297;3;12
SK0417525448;Zaborske;218;122;128;213;44;345;0;10
SK0417525456;Zahradne;144;147;287;289;42;179;2;11
SK0417525472;Zlata Bana;48;75;120;107;29;62;1;14
SK0417525499;Zehna;352;514;168;125;20;60;10;28
SK0417525502;Zipov;35;46;85;92;14;18;2;2
SK0417525511;Zupcany;274;256;414;409;119;291;1;29
SK0417556823;Medzany;160;170;180;252;48;157;2;9
SK0417559971;Lipniky;58;62;115;166;39;90;1;1
SK0417559989;Sucha Dolina;29;33;52;46;9;29;0;6
SK0418524182;Bajerovce;24;49;80;56;16;51;1;4
SK0418524204;Bodovce;41;55;97;96;18;44;0;1
SK0418524239;Brezovica (Okres Sabinov);204;292;441;455;81;189;3;25
SK0418524247;Brezovicka;40;70;87;121;15;44;17;4
SK0418524280;Cervena Voda;66;90;145;119;22;60;1;2
SK0418524298;Cervenica pri Sabinove;121;156;207;233;59;139;0;17
SK0418524310;Dacov;83;126;176;195;32;111;2;2
SK0418524328;Daletice;12;12;23;26;7;15;0;1
SK0418524344;Drienica;76;91;144;214;47;172;1;14
SK0418524379;Dubovica;148;268;397;376;79;167;3;9
SK0418524441;Hanigovce;13;36;27;31;6;11;1;1
SK0418524492;Hubosovce;70;83;140;128;30;58;1;4
SK0418524557;Jakovany;51;54;106;92;15;24;0;8
SK0418524565;Jakubova Vola;27;72;98;107;19;46;0;19
SK0418524573;Jakubovany (Okres Sabinov);112;149;230;271;48;133;1;3
SK0418524603;Jarovnice;2422;3729;422;244;55;91;36;242
SK0418524611;Kamenica;223;351;513;426;94;186;4;5
SK0418524671;Krasna Luka;54;147;152;145;31;118;1;7
SK0418524689;Krivany;222;285;244;261;56;109;6;22
SK0418524778;Lipany;1014;1239;1153;1580;307;1011;16;160
SK0418524816;Lucka (Okres Sabinov);80;106;201;155;33;83;1;16
SK0418524824;Lutina;62;86;124;135;22;48;0;10
SK0418524875;Milpos;86;160;174;136;20;69;2;6
SK0418524921;Nizny Slavkov;147;276;171;155;25;70;2;22
SK0418524948;Olejnikov;179;210;79;57;9;28;1;6
SK0418524956;Olsov;37;76;101;106;23;35;3;2
SK0418524981;Ostrovany;672;1070;223;169;31;79;16;60
SK0418525006;Pecovska Nova Ves;540;766;465;550;101;320;4;42
SK0418525049;Poloma;109;199;202;244;42;117;5;15
SK0418525081;Ratvaj;14;31;40;42;4;15;0;1
SK0418525090;Raznany;242;356;298;331;81;242;6;69
SK0418525103;Rencisov;18;41;54;39;8;15;1;3
SK0418525120;Rozkovany;196;248;291;314;77;133;5;42
SK0418525146;Sabinov;1644;2482;2081;2976;626;2010;92;438
SK0418525219;Sarisske Dravce;139;216;257;346;58;189;1;11
SK0418525235;Sarisske Michalany;325;415;572;763;143;441;5;95
SK0418525243;Sarisske Sokolovce;92;96;140;135;39;67;0;18
SK0418525308;Tichy Potok;34;69;86;85;17;31;1;4
SK0418525316;Torysa;261;323;365;364;65;128;15;38
SK0418525359;Uzovce;63;83;147;124;35;68;1;11
SK0418525367;Uzovske Peklany;119;156;67;65;17;34;4;10
SK0418525375;Uzovsky Salgov;70;92;190;150;43;90;0;3
SK0418525421;Vysoka (Okres Sabinov);12;29;30;32;12;6;0;0
SK0419520039;Bela nad Cirochou;330;531;862;968;149;470;8;51
SK0419520080;Brezovec;4;11;11;8;0;2;0;3
SK0419520136;Cukalovce;11;23;42;50;6;26;0;4
SK0419520161;Dlhe nad Cirochou;153;264;425;659;86;279;2;25
SK0419520179;Dubrava (Okres Snina);12;48;62;45;9;14;20;2
SK0419520209;Hostovice;9;33;49;76;22;42;0;21
SK0419520217;Hrabova Roztoka;8;18;19;9;2;1;0;0
SK0419520284;Jalova;4;13;26;12;3;5;0;1
SK0419520322;Kalna Roztoka;49;134;151;128;16;46;7;8
